indicator,q_grade,q_label,g_grade,g_label,n_triggers,long_n,long_upsideMean,long_upsideMedian,long_adverseMean,long_upsideAdverseRatio,long_std,long_p25,long_p75,long_skew,long_maxUpside,long_maxAdverse,short_n,short_upsideMean,short_upsideMedian,short_adverseMean,short_upsideAdverseRatio,short_std,short_p25,short_p75,short_skew,short_maxUpside,short_maxAdverse,long_retMean,long_retMedian,long_winRate,long_profitFactor,long_var95,long_retentionMean,long_retentionMedian,short_retMean,short_retMedian,short_winRate,short_profitFactor,short_var95,short_retentionMean,short_retentionMedian,long_peak_day_median,long_peak_day_mean,long_median_day_mean,long_median_day_median,long_favorable_first_rate,short_peak_day_median,short_peak_day_mean,short_median_day_mean,short_median_day_median,short_favorable_first_rate,space_bias,normal_performance,short_competitiveness,path_tag,confidence,summary
excess_10d,2,偏冷,1,大降,15,15,20.9148,16.0545,-6.673,3.1342,13.0972,13.0297,30.7295,0.6387,44.5818,-17.7247,15,6.673,5.6259,-20.9148,0.3191,4.7762,4.5518,8.988,0.6715,17.7247,-44.5818,4.8165,3.1087,0.7333,5.4959,-6.5896,-0.0181,0.1979,-4.8165,-3.1087,0.2667,0.182,-18.5684,-1.1991,-0.5526,11.0,11.4,13.8,15.0,0.2667,6.0,7.1,13.8,15.0,0.7333,偏多,正向,0.3191,先不利,中,做多空间优势明显，中位数价格收益为正，但常先浮亏再反转，执行压力大
excess_10d,2,偏冷,2,小降,11,11,22.9645,12.8304,-8.8056,2.6079,20.4571,8.0351,43.0556,0.6928,55.8382,-14.857,11,8.8056,8.2945,-22.9645,0.3834,5.0357,5.9373,12.7402,-0.4782,14.857,-55.8382,3.4589,-1.8981,0.4545,2.3545,-6.6667,-0.3287,-0.1479,-3.4589,1.8981,0.5455,0.4247,-18.5095,4.5478,0.2986,15.0,14.2,12.5,12.0,0.2727,6.0,8.2,12.5,12.0,0.7273,偏多,正向,0.3834,先不利,中,做多空间优势明显，中位数价格收益为正，但常先浮亏再反转，执行压力大
excess_10d,2,偏冷,3,稳定,6,6,15.5053,13.3171,-6.7042,2.3128,11.273,10.178,17.1051,1.3365,36.0223,-15.3343,6,6.7042,6.7175,-15.5053,0.4324,6.2045,2.1224,10.6037,0.1326,15.3343,-36.0223,4.4221,2.1025,0.6667,4.4493,-5.7359,-0.11,0.1494,-4.4221,-2.1025,0.3333,0.2248,-18.6347,2.3301,0.0023,11.0,11.5,13.5,14.0,0.1667,3.0,5.5,13.5,14.0,0.8333,多空拉扯,正向,0.4324,路径拉锯,低,多空空间接近，不宜单边操作
excess_10d,2,偏冷,4,小升,8,8,22.7043,17.6279,-7.1073,3.1945,17.307,14.6783,23.769,1.3742,57.7237,-18.4744,8,7.1073,3.7483,-22.7043,0.313,7.7413,1.5465,13.1883,0.6781,18.4744,-57.7237,5.4623,8.2117,0.625,4.1216,-7.5835,-0.0197,0.3085,-5.4623,-8.2117,0.375,0.2426,-18.0087,-2.0544,-0.8171,6.5,9.0,14.0,14.0,0.375,4.0,7.8,14.0,14.0,0.625,偏多,正向,0.313,先不利,低,做多空间优势明显，中位数价格收益为正，但常先浮亏再反转，执行压力大
excess_10d,2,偏冷,5,大升,8,8,18.3772,9.1161,-9.3856,1.958,23.0503,3.6019,24.346,1.4438,64.6362,-27.2902,8,9.3856,8.2829,-18.3772,0.5107,9.482,1.1785,13.1453,0.9358,27.2902,-64.6362,2.617,0.1712,0.5,1.537,-15.7813,-0.4943,0.2994,-2.617,-0.1712,0.5,0.6506,-24.8361,-7.7273,-0.3183,8.5,9.0,11.6,12.0,0.375,4.5,7.5,11.6,12.0,0.625,多空拉扯,正向,0.5107,路径拉锯,低,多空空间接近，不宜单边操作
excess_10d,3,中性,1,大降,6,6,23.3314,15.032,-7.9704,2.9273,19.9561,9.5849,38.8421,0.7994,50.8442,-12.6399,6,7.9704,6.5087,-23.3314,0.3416,3.0582,5.9513,9.9515,0.9748,12.6399,-50.8442,4.548,0.5044,0.5,3.7558,-5.3041,-0.1562,0.0276,-4.548,-0.5044,0.5,0.2663,-18.7839,-0.9541,-0.0715,16.0,16.5,8.3,9.0,0.1667,7.0,8.3,8.3,9.0,0.8333,偏多,正向,0.3416,先不利,低,做多空间优势明显，中位数价格收益为正，但常先浮亏再反转，执行压力大
excess_10d,3,中性,2,小降,11,11,19.1389,15.6145,-7.4313,2.5755,13.6005,6.877,28.7154,0.1838,39.4111,-18.7343,11,7.4313,6.3251,-19.1389,0.3883,6.7352,2.7646,13.2291,0.3929,18.7343,-39.4111,4.8311,5.5684,0.6364,3.2347,-7.7336,-0.2228,0.2944,-4.8311,-5.5684,0.3636,0.3091,-15.54,-2.2001,-0.5508,15.0,12.7,9.7,9.0,0.4545,7.0,9.6,9.7,9.0,0.5455,偏多,正向,0.3883,路径拉锯,中,做多空间优势明显，中位数价格收益为正，路径拉锯
excess_10d,3,中性,3,稳定,5,5,16.6908,17.6512,-6.6264,2.5188,5.169,15.6408,19.9198,-1.1941,21.8104,-11.7329,5,6.6264,6.6613,-16.6908,0.397,3.5703,5.9493,7.0856,0.1245,11.7329,-21.8104,2.1662,2.0279,0.8,5.076,-1.8704,0.0878,0.093,-2.1662,-2.0279,0.2,0.197,-6.4935,-1.0167,-0.3044,16.0,14.6,10.0,11.0,0.6,17.0,13.4,10.0,11.0,0.4,偏多,正向,0.397,路径拉锯,低,做多空间优势明显，中位数价格收益为正，路径拉锯
excess_10d,3,中性,4,小升,16,16,20.0804,12.1966,-7.733,2.5967,17.0712,10.5382,23.2874,1.5067,59.1265,-15.3343,16,7.733,7.3861,-20.0804,0.3851,3.6609,5.7698,10.5889,0.167,15.3343,-59.1265,3.1861,1.1175,0.6875,4.0812,-4.2008,-0.0614,0.0558,-3.1861,-1.1175,0.3125,0.245,-17.1136,-1.4033,-0.1278,15.5,13.5,11.9,12.0,0.4375,8.5,9.9,11.9,12.0,0.5625,偏多,正向,0.3851,路径拉锯,中,做多空间优势明显，中位数价格收益为正，路径拉锯
excess_10d,3,中性,5,大升,6,6,23.9369,22.3679,-7.2986,3.2797,14.0421,11.8262,34.0992,0.2275,42.2667,-20.979,6,7.2986,5.29,-23.9369,0.3049,7.7863,2.4481,9.8313,1.2149,20.979,-42.2667,5.0165,6.4279,0.6667,4.5818,-5.7296,0.082,0.29,-5.0165,-6.4279,0.3333,0.2183,-13.5042,2.8894,-0.2918,13.0,11.7,11.8,12.0,0.3333,8.0,10.2,11.8,12.0,0.6667,偏多,正向,0.3049,先不利,低,做多空间优势明显，中位数价格收益为正，但常先浮亏再反转，执行压力大
excess_10d,4,偏热,1,大降,6,6,14.2404,4.766,-13.1589,1.0822,18.3753,3.3499,22.0123,1.3233,45.8108,-25.6388,6,13.1589,13.4782,-14.2404,0.9241,7.5367,9.9274,14.4919,0.5338,25.6388,-45.8108,-1.5222,-6.3982,0.3333,0.7587,-14.2374,-0.8188,-0.9342,1.5222,6.3982,0.6667,1.318,-14.3961,-0.761,0.4734,5.5,6.8,13.5,12.0,0.5,9.0,9.0,13.5,12.0,0.5,偏空,负向,0.9241,路径拉锯,低,做空空间优势明显，中位数价格收益为负，路径拉锯
excess_10d,4,偏热,2,小降,8,8,13.1975,9.2622,-7.922,1.6659,10.7994,6.4053,16.2047,1.9478,37.4793,-12.1985,8,7.922,7.4057,-13.1975,0.6003,3.4371,5.6224,11.3307,0.0053,12.1985,-37.4793,0.7858,-0.1207,0.5,1.5363,-3.8305,-0.1298,-0.1078,-0.7858,0.1207,0.5,0.6509,-8.0294,-0.2558,0.0223,17.5,12.8,9.5,9.0,0.375,11.5,11.4,9.5,9.0,0.625,多空拉扯偏空,中性,0.6003,先有利,低,做空竞争力上升，路径先有利
excess_10d,4,偏热,3,稳定,15,15,15.3249,11.958,-8.5675,1.7887,10.4073,7.8672,22.0542,0.9293,35.9358,-14.9942,15,8.5675,8.4755,-15.3249,0.5591,3.7926,5.9054,11.3272,0.0606,14.9942,-35.9358,1.2753,1.348,0.6,2.0376,-5.5192,-0.1373,0.1127,-1.2753,-1.348,0.4,0.4908,-9.8315,-0.3743,-0.1938,11.0,11.6,11.0,11.0,0.4,11.0,10.1,11.0,11.0,0.6,多空拉扯偏空,正向,0.5591,路径拉锯,中,做空竞争力上升，中位数价格收益为正，路径拉锯
excess_10d,4,偏热,4,小升,7,7,19.0424,12.7192,-8.4302,2.2588,15.2187,6.7645,33.4383,0.2023,37.5196,-15.4295,7,8.4302,6.5542,-19.0424,0.4427,4.4695,5.7519,10.6402,1.0811,15.4295,-37.5196,2.787,2.7625,0.7143,2.2433,-8.2216,-0.398,0.268,-2.787,-2.7625,0.2857,0.4458,-11.9778,-0.6696,-0.651,13.0,13.3,12.7,14.0,0.1429,4.0,6.0,12.7,14.0,0.8571,多空拉扯偏空,正向,0.4427,先有利,低,做空竞争力上升，中位数价格收益为正，路径先有利
excess_10d,4,偏热,5,大升,8,8,19.1593,18.2576,-8.4083,2.2786,12.1883,8.2743,29.8604,0.1254,35.419,-12.8448,8,8.4083,8.8789,-19.1593,0.4389,3.6543,5.096,11.5869,-0.1754,12.8448,-35.419,2.5755,4.1236,0.625,2.3912,-6.1832,-0.1859,0.1831,-2.5755,-4.1236,0.375,0.4182,-10.5342,-0.6788,-0.4922,12.5,12.6,9.4,8.5,0.25,7.0,9.1,9.4,8.5,0.75,多空拉扯偏空,正向,0.4389,先有利,低,做空竞争力上升，中位数价格收益为正，路径先有利
excess_10d,5,极热,1,大降,5,5,9.1805,11.026,-11.4464,0.802,4.6323,5.9799,11.3078,-0.3982,14.5979,-15.1508,5,11.4464,12.6884,-9.1805,1.2468,3.2134,9.7403,12.816,-0.5979,15.1508,-14.5979,-3.3888,-4.1457,0.2,0.1505,-8.0401,-0.6282,-0.5709,3.3888,4.1457,0.8,6.643,-2.2203,0.2083,0.3267,3.0,7.6,13.2,16.0,0.6,12.0,11.2,13.2,16.0,0.4,偏空,负向,1.2468,路径拉锯,低,做空空间优势明显，中位数价格收益为负，路径拉锯
excess_10d,5,极热,2,小降,7,7,8.69,8.7075,-8.9888,0.9668,4.5609,7.2052,9.2036,0.8106,17.3045,-20.0,7,8.9888,7.3333,-8.69,1.0344,5.6226,5.8611,10.6021,1.344,20.0,-17.3045,-1.9269,-0.6088,0.2857,0.2914,-10.6437,-0.3126,-0.0847,1.9269,0.6088,0.7143,3.4312,-3.2551,-0.0795,0.0969,19.0,16.6,15.4,15.0,0.1429,14.0,13.6,15.4,15.0,0.8571,偏空,负向,1.0344,先有利,低,做空空间优势明显，中位数价格收益为负，路径先有利
excess_10d,5,极热,3,稳定,5,5,5.2161,5.2311,-15.3513,0.3398,2.1078,3.3263,6.6498,0.1865,7.891,-26.2193,5,15.3513,14.3382,-5.2161,2.943,6.521,12.1365,15.0787,1.4894,26.2193,-7.891,-6.8803,-5.1313,0.0,0.0,-14.0839,-1.0336,-0.7601,6.8803,5.1313,1.0,9.9,2.828,0.4055,0.3978,5.0,8.8,12.2,11.0,0.6,16.0,13.6,12.2,11.0,0.4,偏空,负向,2.9431,路径拉锯,低,做空空间优势明显，中位数价格收益为负，路径拉锯
excess_10d,5,极热,4,小升,7,7,11.0498,11.3646,-8.6273,1.2808,8.0872,4.8021,16.3161,0.4508,22.0937,-17.4129,7,8.6273,7.9836,-11.0498,0.7808,6.1858,4.6027,12.4877,0.2961,17.4129,-22.0937,-0.8306,-0.5608,0.4286,0.7407,-10.3646,-0.4983,-0.0488,0.8306,0.5608,0.5714,1.35,-8.7967,-1.5201,0.0599,5.0,9.7,8.9,8.0,0.4286,13.0,11.6,8.9,8.0,0.5714,多空拉扯偏空,中性,0.7808,路径拉锯,低,做空竞争力上升，路径拉锯
excess_10d,5,极热,5,大升,17,17,13.2549,12.8153,-10.3926,1.2754,11.2662,5.7364,16.9974,1.4038,44.8322,-25.1957,17,10.3926,10.0639,-13.2549,0.7841,5.4855,8.1052,12.7652,1.0494,25.1957,-44.8322,-0.9681,-3.503,0.3529,0.7288,-10.21,-0.4827,-0.2762,0.9681,3.503,0.6471,1.3721,-11.6014,-0.3306,0.3481,5.0,8.2,10.9,11.0,0.5882,15.0,13.0,10.9,11.0,0.4118,多空拉扯偏空,中性,0.7841,路径拉锯,中,做空竞争力上升，路径拉锯
daily_excess,1,极冷,1,大降,26,26,18.1356,11.2994,-8.4947,2.1349,16.1111,6.2182,28.557,1.0599,57.6067,-25.6388,26,8.4947,8.022,-18.1356,0.4684,5.4595,5.5048,11.0841,1.1642,25.6388,-57.6067,2.2021,-0.4151,0.4231,1.95,-8.4329,-0.2197,-0.0259,-2.2021,0.4151,0.5769,0.5128,-16.3849,-0.2305,0.0827,14.0,13.2,12.2,12.0,0.1923,4.5,7.3,12.2,12.0,0.8077,偏多,正向,0.4684,先不利,高,做多空间优势明显，中位数价格收益为正，但常先浮亏再反转，执行压力大
daily_excess,1,极冷,2,小降,8,8,14.4217,10.7066,-6.9626,2.0713,10.043,8.4216,17.3912,1.9054,36.8935,-12.6399,8,6.9626,6.5427,-14.4217,0.4828,4.0772,3.7422,10.4805,0.1408,12.6399,-36.8935,2.2424,1.1064,0.625,3.0781,-3.9379,-0.0066,0.1004,-2.2424,-1.1064,0.375,0.3249,-11.0202,-0.9542,-0.2529,12.5,10.9,11.9,11.5,0.75,15.0,13.9,11.9,11.5,0.25,偏多,正向,0.4828,先有利,低,做多空间优势明显，中位数价格收益为正，路径先有利
daily_excess,1,极冷,3,稳定,7,7,25.8087,18.1088,-6.6853,3.8605,19.7259,9.8312,39.5531,0.642,57.424,-14.4048,7,6.6853,7.0686,-25.8087,0.259,5.4677,2.092,10.5699,0.0879,14.4048,-57.424,7.61,7.7609,0.5714,6.2049,-5.1775,0.0375,0.3332,-7.61,-7.7609,0.4286,0.1612,-22.6555,-2.3878,-0.8206,13.0,13.3,14.3,14.0,0.2857,2.0,7.1,14.3,14.0,0.7143,偏多,正向,0.259,先不利,低,做多空间优势明显，中位数价格收益为正，但常先浮亏再反转，执行压力大
daily_excess,1,极冷,4,小升,4,4,31.8198,35.0433,-5.2817,6.0245,14.1206,26.7323,40.1309,-1.1626,44.9086,-7.1556,4,5.2817,6.3931,-31.8198,0.166,2.7727,4.8002,6.8746,-1.827,7.1556,-44.9086,9.7911,10.4742,1.0,9.9,2.3057,0.2685,0.2937,-9.7911,-10.4742,0.0,0.0,-16.3202,-3.8303,-1.9348,8.5,9.8,12.2,11.5,0.0,1.0,1.8,12.2,11.5,1.0,样本不足,-,,-,无效,仅4个样本，不足以生成画像
daily_excess,1,极冷,5,大升,2,2,40.5995,40.5995,-3.2184,12.6148,37.0383,27.5044,53.6945,,66.7895,-5.8423,2,3.2184,3.2184,-40.5995,0.0793,3.7108,1.9064,4.5304,,5.8423,-66.7895,13.7977,13.7977,1.0,9.9,3.4373,0.2688,0.2688,-13.7977,-13.7977,0.0,0.0,-24.158,-21.4818,-21.4818,14.5,14.5,13.5,13.5,0.0,2.0,2.0,13.5,13.5,1.0,样本不足,-,,-,无效,仅2个样本，不足以生成画像
daily_excess,2,偏冷,1,大降,10,10,19.7162,11.7842,-8.5466,2.3069,18.4752,8.6123,21.1617,1.455,55.8382,-17.9287,10,8.5466,7.1726,-19.7162,0.4335,5.1186,6.3212,10.94,0.3557,17.9287,-55.8382,2.099,0.5192,0.5,2.1168,-8.2072,-0.2533,0.0263,-2.099,-0.5192,0.5,0.4724,-16.9313,5.7186,0.0548,13.5,12.8,11.7,13.0,0.3,8.5,10.2,11.7,13.0,0.7,偏多,正向,0.4335,先不利,中,做多空间优势明显，中位数价格收益为正，但常先浮亏再反转，执行压力大
daily_excess,2,偏冷,2,小降,17,17,13.9531,12.7192,-7.1766,1.9442,8.9133,8.726,19.4816,0.7173,34.3126,-17.6603,17,7.1766,6.1575,-13.9531,0.5143,4.9626,3.338,11.1733,0.4542,17.6603,-34.3126,1.867,3.4003,0.5882,1.9764,-7.0845,-0.1846,0.2485,-1.867,-3.4003,0.4118,0.506,-10.4222,-8.1822,-0.5508,9.0,10.4,13.5,13.0,0.4118,10.0,10.2,13.5,13.0,0.5882,偏多,正向,0.5143,路径拉锯,中,做多空间优势明显，中位数价格收益为正，路径拉锯
daily_excess,2,偏冷,3,稳定,14,14,20.7928,16.2626,-6.0428,3.4409,16.1383,11.3163,25.993,1.1381,57.7237,-20.0,14,6.0428,4.5557,-20.7928,0.2906,6.1888,1.4977,8.3907,0.9983,20.0,-57.7237,6.0184,6.0213,0.7857,4.2104,-9.1814,-0.0306,0.292,-6.0184,-6.0213,0.2143,0.2375,-23.297,-4.8847,-0.6065,10.0,9.5,11.4,13.5,0.2857,4.0,6.6,11.4,13.5,0.6429,偏多,正向,0.2906,先不利,中,做多空间优势明显，中位数价格收益为正，但常先浮亏再反转，执行压力大
daily_excess,2,偏冷,4,小升,5,5,15.5937,6.5333,-9.412,1.6568,20.0249,5.9799,12.2795,2.0652,50.8442,-13.9896,5,9.412,8.05,-15.5937,0.6036,3.6998,6.4281,12.6884,0.484,13.9896,-50.8442,1.2286,-2.1,0.2,1.4584,-6.1607,-0.5341,-0.3214,-1.2286,2.1,0.8,0.6857,-15.5377,-0.434,0.2609,13.0,12.8,12.0,11.0,0.4,10.0,10.6,12.0,11.0,0.6,偏多,正向,0.6036,路径拉锯,低,做多空间优势明显，中位数价格收益为正，路径拉锯
daily_excess,2,偏冷,5,大升,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,1.0,19.0,19.0,2.0,2.0,0.0,样本不足,-,,-,无效,仅1个样本，不足以生成画像
daily_excess,3,中性,1,大降,6,6,12.7301,9.7259,-10.2492,1.2421,12.5354,3.8341,14.472,1.5972,36.0223,-26.2193,6,10.2492,7.9101,-12.7301,0.8051,9.4333,5.6678,13.6544,0.9271,26.2193,-36.0223,0.7795,0.3391,0.5,1.1887,-13.6663,-0.4605,-0.2465,-0.7795,-0.3391,0.5,0.8412,-17.743,3.5966,0.3381,11.0,10.2,9.7,10.0,0.5,15.0,11.5,9.7,10.0,0.5,多空拉扯偏空,中性,0.8051,路径拉锯,低,做空竞争力上升，路径拉锯
daily_excess,3,中性,2,小降,16,16,16.2111,13.198,-9.2113,1.7599,12.6107,8.3508,20.2593,0.8346,39.4111,-17.5586,16,9.2113,9.7209,-16.2111,0.5682,5.4635,6.6418,12.5019,-0.4113,17.5586,-39.4111,1.5219,0.1326,0.5625,1.6939,-8.3123,-0.3491,0.0104,-1.5219,-0.1326,0.4375,0.5904,-11.8954,-1.0987,0.0351,6.0,10.1,11.2,10.5,0.5625,7.5,10.1,11.2,10.5,0.4375,多空拉扯,正向,0.5682,路径拉锯,中,多空空间接近，不宜单边操作
daily_excess,3,中性,3,稳定,11,11,15.3729,14.3244,-7.2729,2.1137,9.9568,9.663,16.8121,1.8153,41.2026,-17.5392,11,7.2729,5.2876,-15.3729,0.4731,6.3018,2.3226,11.8411,0.3255,17.5392,-41.2026,2.7881,1.7511,0.6364,3.094,-5.1936,-0.0478,0.1283,-2.7881,-1.7511,0.3636,0.3232,-12.849,-0.8189,-0.1516,6.0,9.5,14.0,15.0,0.3636,10.0,9.2,14.0,15.0,0.6364,多空拉扯,正向,0.4731,路径拉锯,中,多空空间接近，不宜单边操作
daily_excess,3,中性,4,小升,11,11,14.3638,12.95,-7.2681,1.9763,8.8331,7.7142,21.4145,0.2194,27.5589,-14.857,11,7.2681,6.4599,-14.3638,0.506,4.7045,4.2328,10.7156,-0.0699,14.857,-27.5589,1.6935,0.273,0.5455,1.8846,-6.6456,-0.2931,0.0211,-1.6935,-0.273,0.4545,0.5306,-12.0338,-3.2992,-0.0465,11.0,12.2,11.6,13.0,0.3636,9.0,8.8,11.6,13.0,0.6364,多空拉扯,正向,0.506,路径拉锯,中,多空空间接近，不宜单边操作
