date,indicator,excess_value,q_grade,q_label,g_grade,g_label,tradeable,fwd_20d_max_return,fwd_20d_min_return,fwd_20d_median_return,fwd_20d_peak_day,fwd_20d_trough_day,fwd_20d_median_day,fwd_20d_retention,long_upside,long_adverse,short_upside,short_adverse
20260116,excess_5d,13.883,5.0,极热,4.0,小升,1,9.7104,-12.3571,-4.7993,5.0,15.0,12.0,-0.4942,9.7104,-12.3571,12.3571,-9.7104
20260116,excess_10d,-2.5186,2.0,偏冷,2.0,小降,1,9.7104,-12.3571,-4.7993,5.0,15.0,12.0,-0.4942,9.7104,-12.3571,12.3571,-9.7104
20260116,daily_excess,2.6854,5.0,极热,4.0,小升,1,9.7104,-12.3571,-4.7993,5.0,15.0,12.0,-0.4942,9.7104,-12.3571,12.3571,-9.7104
20260119,excess_5d,3.4525,4.0,偏热,1.0,大降,1,5.9238,-17.0331,-9.3462,4.0,20.0,11.0,-1.5777,5.9238,-17.0331,17.0331,-5.9238
20260119,excess_10d,7.2261,5.0,极热,5.0,大升,1,5.9238,-17.0331,-9.3462,4.0,20.0,11.0,-1.5777,5.9238,-17.0331,17.0331,-5.9238
20260119,daily_excess,0.6055,4.0,偏热,2.0,小降,1,5.9238,-17.0331,-9.3462,4.0,20.0,11.0,-1.5777,5.9238,-17.0331,17.0331,-5.9238
20260120,excess_5d,4.5331,4.0,偏热,4.0,小升,1,13.4945,-11.1032,-4.6182,3.0,19.0,20.0,-0.3422,13.4945,-11.1032,11.1032,-13.4945
20260120,excess_10d,13.5444,5.0,极热,5.0,大升,1,13.4945,-11.1032,-4.6182,3.0,19.0,20.0,-0.3422,13.4945,-11.1032,11.1032,-13.4945
20260120,daily_excess,-0.3288,3.0,中性,2.0,小降,1,13.4945,-11.1032,-4.6182,3.0,19.0,20.0,-0.3422,13.4945,-11.1032,11.1032,-13.4945
20260121,excess_5d,3.4978,4.0,偏热,3.0,稳定,1,14.8215,-10.0639,-3.503,2.0,18.0,19.0,-0.2363,14.8215,-10.0639,10.0639,-14.8215
20260121,excess_10d,18.3899,5.0,极热,5.0,大升,1,14.8215,-10.0639,-3.503,2.0,18.0,19.0,-0.2363,14.8215,-10.0639,10.0639,-14.8215
20260121,daily_excess,0.6148,4.0,偏热,3.0,稳定,1,14.8215,-10.0639,-3.503,2.0,18.0,19.0,-0.2363,14.8215,-10.0639,10.0639,-14.8215
20260122,excess_5d,2.6001,4.0,偏热,3.0,稳定,1,11.3078,-12.816,-6.456,1.0,17.0,18.0,-0.5709,11.3078,-12.816,12.816,-11.3078
20260122,excess_10d,15.5392,5.0,极热,1.0,大降,1,11.3078,-12.816,-6.456,1.0,17.0,18.0,-0.5709,11.3078,-12.816,12.816,-11.3078
20260122,daily_excess,-0.9767,2.0,偏冷,2.0,小降,1,11.3078,-12.816,-6.456,1.0,17.0,18.0,-0.5709,11.3078,-12.816,12.816,-11.3078
20260123,excess_5d,-0.9516,2.0,偏冷,1.0,大降,1,2.0,-20.0,-14.164,1.0,16.0,17.0,-2.0,2.0,-20.0,20.0,-2.0
20260123,excess_10d,12.9314,5.0,极热,2.0,小降,1,2.0,-20.0,-14.164,1.0,16.0,17.0,-2.0,2.0,-20.0,20.0,-2.0
20260123,daily_excess,-0.8664,2.0,偏冷,3.0,稳定,1,2.0,-20.0,-14.164,1.0,16.0,17.0,-2.0,2.0,-20.0,20.0,-2.0
20260126,excess_5d,1.224,3.0,中性,4.0,小升,1,3.4188,-14.5299,-9.1154,1.0,15.0,16.0,-2.0,3.4188,-14.5299,14.5299,-3.4188
20260126,excess_10d,4.6765,4.0,偏热,1.0,大降,1,3.4188,-14.5299,-9.1154,1.0,15.0,16.0,-2.0,3.4188,-14.5299,14.5299,-3.4188
20260126,daily_excess,2.7811,5.0,极热,5.0,大升,1,3.4188,-14.5299,-9.1154,1.0,15.0,16.0,-2.0,3.4188,-14.5299,14.5299,-3.4188
20260127,excess_5d,2.1976,4.0,偏热,4.0,小升,1,1.654,-15.6118,-10.4515,1.0,14.0,6.0,-2.0,1.654,-15.6118,15.6118,-1.654
20260127,excess_10d,6.7306,5.0,极热,4.0,小升,1,1.654,-15.6118,-10.4515,1.0,14.0,6.0,-2.0,1.654,-15.6118,15.6118,-1.654
20260127,daily_excess,0.6447,4.0,偏热,2.0,小降,1,1.654,-15.6118,-10.4515,1.0,14.0,6.0,-2.0,1.654,-15.6118,15.6118,-1.654
20260128,excess_5d,-1.6894,2.0,偏冷,1.0,大降,1,4.5321,-10.9607,-5.7252,17.0,13.0,9.0,-1.2633,4.5321,-10.9607,10.9607,-4.5321
20260128,excess_10d,1.8084,3.0,中性,1.0,大降,1,4.5321,-10.9607,-5.7252,17.0,13.0,9.0,-1.2633,4.5321,-10.9607,10.9607,-4.5321
20260128,daily_excess,-3.2722,1.0,极冷,1.0,大降,1,4.5321,-10.9607,-5.7252,17.0,13.0,9.0,-1.2633,4.5321,-10.9607,10.9607,-4.5321
20260129,excess_5d,2.5179,4.0,偏热,5.0,大升,1,3.8203,-11.567,-6.9597,16.0,12.0,8.0,-1.8218,3.8203,-11.567,11.567,-3.8203
20260129,excess_10d,5.118,4.0,偏热,5.0,大升,1,3.8203,-11.567,-6.9597,16.0,12.0,8.0,-1.8218,3.8203,-11.567,11.567,-3.8203
20260129,daily_excess,3.2305,5.0,极热,5.0,大升,1,3.8203,-11.567,-6.9597,16.0,12.0,8.0,-1.8218,3.8203,-11.567,11.567,-3.8203
20260130,excess_5d,3.5706,4.0,偏热,4.0,小升,1,5.3576,-15.2113,-6.3493,15.0,20.0,9.0,-1.1851,5.3576,-15.2113,15.2113,-5.3576
20260130,excess_10d,2.619,3.0,中性,2.0,小降,1,5.3576,-15.2113,-6.3493,15.0,20.0,9.0,-1.1851,5.3576,-15.2113,15.2113,-5.3576
20260130,daily_excess,0.1864,3.0,中性,1.0,大降,1,5.3576,-15.2113,-6.3493,15.0,20.0,9.0,-1.1851,5.3576,-15.2113,15.2113,-5.3576
20260202,excess_5d,-1.7258,2.0,偏冷,1.0,大降,1,8.5529,-12.6399,-4.0407,14.0,19.0,8.0,-0.4724,8.5529,-12.6399,12.6399,-8.5529
20260202,excess_10d,-0.5018,3.0,中性,1.0,大降,1,8.5529,-12.6399,-4.0407,14.0,19.0,8.0,-0.4724,8.5529,-12.6399,12.6399,-8.5529
20260202,daily_excess,-2.5153,1.0,极冷,2.0,小降,1,8.5529,-12.6399,-4.0407,14.0,19.0,8.0,-0.4724,8.5529,-12.6399,12.6399,-8.5529
20260203,excess_5d,-5.2007,1.0,极冷,1.0,大降,1,6.3598,-14.4048,-6.2285,13.0,18.0,14.0,-0.9794,6.3598,-14.4048,14.4048,-6.3598
20260203,excess_10d,-3.0031,2.0,偏冷,2.0,小降,1,6.3598,-14.4048,-6.2285,13.0,18.0,14.0,-0.9794,6.3598,-14.4048,14.4048,-6.3598
20260203,daily_excess,-2.8302,1.0,极冷,3.0,稳定,1,6.3598,-14.4048,-6.2285,13.0,18.0,14.0,-0.9794,6.3598,-14.4048,14.4048,-6.3598
20260204,excess_5d,-4.2899,1.0,极冷,4.0,小升,1,10.5149,-11.0609,-2.7252,12.0,17.0,13.0,-0.2592,10.5149,-11.0609,11.0609,-10.5149
20260204,excess_10d,-5.9792,1.0,极冷,1.0,大降,1,10.5149,-11.0609,-2.7252,12.0,17.0,13.0,-0.2592,10.5149,-11.0609,11.0609,-10.5149
20260204,daily_excess,-2.3613,1.0,极冷,3.0,稳定,1,10.5149,-11.0609,-2.7252,12.0,17.0,13.0,-0.2592,10.5149,-11.0609,11.0609,-10.5149
20260205,excess_5d,-8.0421,1.0,极冷,1.0,大降,1,12.1727,-9.7267,-1.5049,11.0,16.0,14.0,-0.1236,12.1727,-9.7267,9.7267,-12.1727
20260205,excess_10d,-5.5242,1.0,极冷,3.0,稳定,1,12.1727,-9.7267,-1.5049,11.0,16.0,14.0,-0.1236,12.1727,-9.7267,9.7267,-12.1727
20260205,daily_excess,-0.5217,3.0,中性,4.0,小升,1,12.1727,-9.7267,-1.5049,11.0,16.0,14.0,-0.1236,12.1727,-9.7267,9.7267,-12.1727
20260206,excess_5d,-9.1063,1.0,极冷,2.0,小降,1,14.8728,-8.8258,0.8659,10.0,20.0,13.0,0.0582,14.8728,-8.8258,8.8258,-14.8728
20260206,excess_10d,-5.5356,1.0,极冷,3.0,稳定,1,14.8728,-8.8258,0.8659,10.0,20.0,13.0,0.0582,14.8728,-8.8258,8.8258,-14.8728
20260206,daily_excess,-0.8778,2.0,偏冷,3.0,稳定,1,14.8728,-8.8258,0.8659,10.0,20.0,13.0,0.0582,14.8728,-8.8258,8.8258,-14.8728
20260209,excess_5d,-4.8296,1.0,极冷,5.0,大升,1,10.7547,-13.8113,-3.1132,9.0,20.0,15.0,-0.2895,10.7547,-13.8113,13.8113,-10.7547
20260209,excess_10d,-6.5554,1.0,极冷,3.0,稳定,1,10.7547,-13.8113,-3.1132,9.0,20.0,15.0,-0.2895,10.7547,-13.8113,13.8113,-10.7547
20260209,daily_excess,1.7614,4.0,偏热,4.0,小升,1,10.7547,-13.8113,-3.1132,9.0,20.0,15.0,-0.2895,10.7547,-13.8113,13.8113,-10.7547
20260210,excess_5d,-0.2552,3.0,中性,5.0,大升,1,11.0061,-13.6157,-3.2574,8.0,19.0,10.0,-0.296,11.0061,-13.6157,13.6157,-11.0061
20260210,excess_10d,-5.4559,1.0,极冷,4.0,小升,1,11.0061,-13.6157,-3.2574,8.0,19.0,10.0,-0.296,11.0061,-13.6157,13.6157,-11.0061
20260210,daily_excess,1.7442,4.0,偏热,3.0,稳定,1,11.0061,-13.6157,-3.2574,8.0,19.0,10.0,-0.296,11.0061,-13.6157,13.6157,-11.0061
20260211,excess_5d,1.2661,3.0,中性,4.0,小升,1,13.419,-11.738,-1.2752,7.0,18.0,11.0,-0.095,13.419,-11.738,11.738,-13.419
20260211,excess_10d,-3.0238,2.0,偏冷,4.0,小升,1,13.419,-11.738,-1.2752,7.0,18.0,11.0,-0.095,13.419,-11.738,11.738,-13.419
20260211,daily_excess,-0.84,2.0,偏冷,2.0,小降,1,13.419,-11.738,-1.2752,7.0,18.0,11.0,-0.095,13.419,-11.738,11.738,-13.419
20260212,excess_5d,3.4622,4.0,偏热,4.0,小升,1,12.8304,-12.494,-1.8981,6.0,20.0,10.0,-0.1479,12.8304,-12.494,12.494,-12.8304
20260212,excess_10d,-4.5799,2.0,偏冷,2.0,小降,1,12.8304,-12.494,-1.8981,6.0,20.0,10.0,-0.1479,12.8304,-12.494,12.494,-12.8304
20260212,daily_excess,1.6745,4.0,偏热,4.0,小升,1,12.8304,-12.494,-1.8981,6.0,20.0,10.0,-0.1479,12.8304,-12.494,12.494,-12.8304
20260213,excess_5d,3.8493,4.0,偏热,3.0,稳定,1,14.6484,-17.5586,-1.2549,5.0,20.0,1.0,-0.0857,14.6484,-17.5586,17.5586,-14.6484
20260213,excess_10d,-5.257,1.0,极冷,3.0,稳定,1,14.6484,-17.5586,-1.2549,5.0,20.0,1.0,-0.0857,14.6484,-17.5586,17.5586,-14.6484
20260213,daily_excess,-0.4907,3.0,中性,2.0,小降,1,14.6484,-17.5586,-1.2549,5.0,20.0,1.0,-0.0857,14.6484,-17.5586,17.5586,-14.6484
20260224,excess_5d,1.5756,3.0,中性,2.0,小降,1,15.098,-17.5392,-2.2892,4.0,20.0,12.0,-0.1516,15.098,-17.5392,17.5392,-15.098
20260224,excess_10d,-3.254,2.0,偏冷,4.0,小升,1,15.098,-17.5392,-2.2892,4.0,20.0,12.0,-0.1516,15.098,-17.5392,17.5392,-15.098
20260224,daily_excess,-0.5123,3.0,中性,3.0,稳定,1,15.098,-17.5392,-2.2892,4.0,20.0,12.0,-0.1516,15.098,-17.5392,17.5392,-15.098
20260225,excess_5d,1.412,3.0,中性,3.0,稳定,1,10.2969,-20.979,-7.2576,3.0,19.0,11.0,-0.7048,10.2969,-20.979,20.979,-10.2969
20260225,excess_10d,1.1567,3.0,中性,5.0,大升,1,10.2969,-20.979,-7.2576,3.0,19.0,11.0,-0.7048,10.2969,-20.979,20.979,-10.2969
20260225,daily_excess,1.5806,4.0,偏热,4.0,小升,1,10.2969,-20.979,-7.2576,3.0,19.0,11.0,-0.7048,10.2969,-20.979,20.979,-10.2969
20260226,excess_5d,6.2363,5.0,极热,5.0,大升,1,4.4112,-25.1957,-13.6651,2.0,18.0,11.0,-2.0,4.4112,-25.1957,25.1957,-4.4112
20260226,excess_10d,7.5024,5.0,极热,5.0,大升,1,4.4112,-25.1957,-13.6651,2.0,18.0,11.0,-2.0,4.4112,-25.1957,25.1957,-4.4112
20260226,daily_excess,3.9843,5.0,极热,4.0,小升,1,4.4112,-25.1957,-13.6651,2.0,18.0,11.0,-2.0,4.4112,-25.1957,25.1957,-4.4112
20260227,excess_5d,4.6687,4.0,偏热,2.0,小降,1,2.9825,-26.2193,-16.1053,1.0,17.0,11.0,-2.0,2.9825,-26.2193,26.2193,-2.9825
20260227,excess_10d,8.1309,5.0,极热,3.0,稳定,1,2.9825,-26.2193,-16.1053,1.0,17.0,11.0,-2.0,2.9825,-26.2193,26.2193,-2.9825
20260227,daily_excess,0.1068,3.0,中性,1.0,大降,1,2.9825,-26.2193,-16.1053,1.0,17.0,11.0,-2.0,2.9825,-26.2193,26.2193,-2.9825
20260302,excess_5d,-0.6389,3.0,中性,1.0,大降,1,-0.5393,-25.6388,-15.9447,1.0,16.0,12.0,,-0.5393,-25.6388,25.6388,0.5393
20260302,excess_10d,3.2104,4.0,偏热,1.0,大降,1,-0.5393,-25.6388,-15.9447,1.0,16.0,12.0,,-0.5393,-25.6388,25.6388,0.5393
20260302,daily_excess,-5.7983,1.0,极冷,1.0,大降,1,-0.5393,-25.6388,-15.9447,1.0,16.0,12.0,,-0.5393,-25.6388,25.6388,0.5393
20260303,excess_5d,0.0176,3.0,中性,3.0,稳定,1,2.3092,-18.7343,-8.9034,3.0,15.0,12.0,-2.0,2.3092,-18.7343,18.7343,-2.3092
20260303,excess_10d,1.5932,3.0,中性,2.0,小降,1,2.3092,-18.7343,-8.9034,3.0,15.0,12.0,-2.0,2.3092,-18.7343,18.7343,-2.3092
20260303,daily_excess,0.1442,3.0,中性,5.0,大升,1,2.3092,-18.7343,-8.9034,3.0,15.0,12.0,-2.0,2.3092,-18.7343,18.7343,-2.3092
20260304,excess_5d,-5.3649,1.0,极冷,1.0,大降,1,3.5802,-17.7247,-8.8819,2.0,14.0,11.0,-2.0,3.5802,-17.7247,17.7247,-3.5802
20260304,excess_10d,-3.9529,2.0,偏冷,1.0,大降,1,3.5802,-17.7247,-8.8819,2.0,14.0,11.0,-2.0,3.5802,-17.7247,17.7247,-3.5802
20260304,daily_excess,-3.8019,1.0,极冷,1.0,大降,1,3.5802,-17.7247,-8.8819,2.0,14.0,11.0,-2.0,3.5802,-17.7247,17.7247,-3.5802
20260305,excess_5d,-9.283,1.0,极冷,1.0,大降,1,2.6364,-18.4744,-10.4342,1.0,13.0,18.0,-2.0,2.6364,-18.4744,18.4744,-2.6364
20260305,excess_10d,-3.0467,2.0,偏冷,4.0,小升,1,2.6364,-18.4744,-10.4342,1.0,13.0,18.0,-2.0,2.6364,-18.4744,18.4744,-2.6364
20260305,daily_excess,0.0662,3.0,中性,5.0,大升,1,2.6364,-18.4744,-10.4342,1.0,13.0,18.0,-2.0,2.6364,-18.4744,18.4744,-2.6364
20260306,excess_5d,-10.693,1.0,极冷,2.0,小降,1,1.1356,-17.6603,-9.5986,3.0,12.0,18.0,-2.0,1.1356,-17.6603,17.6603,-1.1356
20260306,excess_10d,-6.0243,1.0,极冷,1.0,大降,1,1.1356,-17.6603,-9.5986,3.0,12.0,18.0,-2.0,1.1356,-17.6603,17.6603,-1.1356
20260306,daily_excess,-1.3031,2.0,偏冷,2.0,小降,1,1.1356,-17.6603,-9.5986,3.0,12.0,18.0,-2.0,1.1356,-17.6603,17.6603,-1.1356
20260309,excess_5d,-6.9652,1.0,极冷,5.0,大升,1,5.0646,-14.4615,-6.4985,2.0,11.0,17.0,-1.2831,5.0646,-14.4615,14.4615,-5.0646
20260309,excess_10d,-7.6041,1.0,极冷,2.0,小降,1,5.0646,-14.4615,-6.4985,2.0,11.0,17.0,-1.2831,5.0646,-14.4615,14.4615,-5.0646
20260309,daily_excess,-2.0705,2.0,偏冷,3.0,稳定,1,5.0646,-14.4615,-6.4985,2.0,11.0,17.0,-1.2831,5.0646,-14.4615,14.4615,-5.0646
20260310,excess_5d,-5.2388,1.0,极冷,4.0,小升,1,0.301,-18.3398,-10.7379,1.0,10.0,16.0,,0.301,-18.3398,18.3398,-0.301
20260310,excess_10d,-5.2212,1.0,极冷,4.0,小升,1,0.301,-18.3398,-10.7379,1.0,10.0,16.0,,0.301,-18.3398,18.3398,-0.301
20260310,daily_excess,1.8705,5.0,极热,5.0,大升,1,0.301,-18.3398,-10.7379,1.0,10.0,16.0,,0.301,-18.3398,18.3398,-0.301
20260311,excess_5d,-1.6671,2.0,偏冷,4.0,小升,1,2.165,-16.083,-8.271,1.0,9.0,15.0,-2.0,2.165,-16.083,16.083,-2.165
20260311,excess_10d,-7.032,1.0,极冷,2.0,小降,1,2.165,-16.083,-8.271,1.0,9.0,15.0,-2.0,2.165,-16.083,16.083,-2.165
20260311,daily_excess,-0.2302,3.0,中性,2.0,小降,1,2.165,-16.083,-8.271,1.0,9.0,15.0,-2.0,2.165,-16.083,16.083,-2.165
20260312,excess_5d,-0.2,3.0,中性,4.0,小升,1,-0.2321,-15.1261,-7.3108,1.0,8.0,3.0,,-0.2321,-15.1261,15.1261,0.2321
20260312,excess_10d,-9.483,1.0,极冷,2.0,小降,1,-0.2321,-15.1261,-7.3108,1.0,8.0,3.0,,-0.2321,-15.1261,15.1261,0.2321
20260312,daily_excess,1.5334,4.0,偏热,4.0,小升,1,-0.2321,-15.1261,-7.3108,1.0,8.0,3.0,,-0.2321,-15.1261,15.1261,0.2321
20260313,excess_5d,3.3203,4.0,偏热,4.0,小升,1,1.4402,-12.2208,-4.7015,2.0,7.0,5.0,-2.0,1.4402,-12.2208,12.2208,-1.4402
20260313,excess_10d,-7.3727,1.0,极冷,4.0,小升,1,1.4402,-12.2208,-4.7015,2.0,7.0,5.0,-2.0,1.4402,-12.2208,12.2208,-1.4402
20260313,daily_excess,2.2172,5.0,极热,3.0,稳定,1,1.4402,-12.2208,-4.7015,2.0,7.0,5.0,-2.0,1.4402,-12.2208,12.2208,-1.4402
20260316,excess_5d,5.7298,5.0,极热,4.0,小升,1,1.8228,-11.8898,-4.3421,1.0,6.0,4.0,-2.0,1.8228,-11.8898,11.8898,-1.8228
20260316,excess_10d,-1.2354,2.0,偏冷,5.0,大升,1,1.8228,-11.8898,-4.3421,1.0,6.0,4.0,-2.0,1.8228,-11.8898,11.8898,-1.8228
20260316,daily_excess,0.339,3.0,中性,2.0,小降,1,1.8228,-11.8898,-4.3421,1.0,6.0,4.0,-2.0,1.8228,-11.8898,11.8898,-1.8228
20260317,excess_5d,3.1245,4.0,偏热,2.0,小降,1,9.3907,-8.1568,0.0109,20.0,5.0,17.0,0.0012,9.3907,-8.1568,8.1568,-9.3907
20260317,excess_10d,-2.1143,2.0,偏冷,3.0,稳定,1,9.3907,-8.1568,0.0109,20.0,5.0,17.0,0.0012,9.3907,-8.1568,8.1568,-9.3907
20260317,daily_excess,-0.7348,2.0,偏冷,2.0,小降,1,9.3907,-8.1568,0.0109,20.0,5.0,17.0,0.0012,9.3907,-8.1568,8.1568,-9.3907
20260318,excess_5d,1.7673,4.0,偏热,2.0,小降,1,5.7979,-11.1733,-3.2738,19.0,4.0,16.0,-0.5647,5.7979,-11.1733,11.1733,-5.7979
20260318,excess_10d,0.1002,3.0,中性,4.0,小升,1,5.7979,-11.1733,-3.2738,19.0,4.0,16.0,-0.5647,5.7979,-11.1733,11.1733,-5.7979
20260318,daily_excess,-1.5874,2.0,偏冷,2.0,小降,1,5.7979,-11.1733,-3.2738,19.0,4.0,16.0,-0.5647,5.7979,-11.1733,11.1733,-5.7979
20260319,excess_5d,1.2302,3.0,中性,3.0,稳定,1,6.7107,-10.4069,-2.4393,18.0,3.0,15.0,-0.3635,6.7107,-10.4069,10.4069,-6.7107
20260319,excess_10d,1.0303,3.0,中性,4.0,小升,1,6.7107,-10.4069,-2.4393,18.0,3.0,15.0,-0.3635,6.7107,-10.4069,10.4069,-6.7107
20260319,daily_excess,0.9962,4.0,偏热,4.0,小升,1,6.7107,-10.4069,-2.4393,18.0,3.0,15.0,-0.3635,6.7107,-10.4069,10.4069,-6.7107
20260320,excess_5d,-0.8398,3.0,中性,2.0,小降,1,10.0275,-8.0725,0.4668,17.0,20.0,15.0,0.0466,10.0275,-8.0725,8.0725,-10.0275
20260320,excess_10d,2.4805,3.0,中性,4.0,小升,1,10.0275,-8.0725,0.4668,17.0,20.0,15.0,0.0466,10.0275,-8.0725,8.0725,-10.0275
20260320,daily_excess,0.1471,3.0,中性,2.0,小降,1,10.0275,-8.0725,0.4668,17.0,20.0,15.0,0.0466,10.0275,-8.0725,8.0725,-10.0275
20260323,excess_5d,-3.6312,2.0,偏冷,2.0,小降,1,17.6512,-1.7029,7.4281,16.0,19.0,14.0,0.4208,17.6512,-1.7029,1.7029,-17.6512
20260323,excess_10d,2.0986,3.0,中性,3.0,稳定,1,17.6512,-1.7029,7.4281,16.0,19.0,14.0,0.4208,17.6512,-1.7029,1.7029,-17.6512
20260323,daily_excess,-2.4524,1.0,极冷,2.0,小降,1,17.6512,-1.7029,7.4281,16.0,19.0,14.0,0.4208,17.6512,-1.7029,1.7029,-17.6512
20260324,excess_5d,-2.2485,2.0,偏冷,4.0,小升,1,15.6145,-3.4045,5.5684,15.0,18.0,13.0,0.3566,15.6145,-3.4045,3.4045,-15.6145
20260324,excess_10d,0.8761,3.0,中性,2.0,小降,1,15.6145,-3.4045,5.5684,15.0,18.0,13.0,0.3566,15.6145,-3.4045,3.4045,-15.6145
20260324,daily_excess,0.648,4.0,偏热,5.0,大升,1,15.6145,-3.4045,5.5684,15.0,18.0,13.0,0.3566,15.6145,-3.4045,3.4045,-15.6145
20260325,excess_5d,0.6054,3.0,中性,4.0,小升,1,12.6631,-5.8704,2.8734,14.0,17.0,12.0,0.2269,12.6631,-5.8704,5.8704,-12.6631
20260325,excess_10d,2.3727,3.0,中性,4.0,小升,1,12.6631,-5.8704,2.8734,14.0,17.0,12.0,0.2269,12.6631,-5.8704,5.8704,-12.6631
20260325,daily_excess,1.2664,4.0,偏热,3.0,稳定,1,12.6631,-5.8704,2.8734,14.0,17.0,12.0,0.2269,12.6631,-5.8704,5.8704,-12.6631
20260326,excess_5d,-1.3352,2.0,偏冷,2.0,小降,1,13.9056,-7.2769,4.008,13.0,20.0,11.0,0.2882,13.9056,-7.2769,7.2769,-13.9056
20260326,excess_10d,-0.105,3.0,中性,2.0,小降,1,13.9056,-7.2769,4.008,13.0,20.0,11.0,0.2882,13.9056,-7.2769,7.2769,-13.9056
20260326,daily_excess,-0.9443,2.0,偏冷,2.0,小降,1,13.9056,-7.2769,4.008,13.0,20.0,11.0,0.2882,13.9056,-7.2769,7.2769,-13.9056
20260327,excess_5d,2.7056,4.0,偏热,5.0,大升,1,10.7084,-9.8795,1.0885,12.0,19.0,10.0,0.1016,10.7084,-9.8795,9.8795,-10.7084
20260327,excess_10d,1.8658,3.0,中性,4.0,小升,1,10.7084,-9.8795,1.0885,12.0,19.0,10.0,0.1016,10.7084,-9.8795,9.8795,-10.7084
20260327,daily_excess,4.1879,5.0,极热,5.0,大升,1,10.7084,-9.8795,1.0885,12.0,19.0,10.0,0.1016,10.7084,-9.8795,9.8795,-10.7084
20260330,excess_5d,3.1229,4.0,偏热,3.0,稳定,1,8.3965,-11.7615,-1.9639,11.0,18.0,3.0,-0.2339,8.3965,-11.7615,11.7615,-8.3965
20260330,excess_10d,-0.5083,3.0,中性,2.0,小降,1,8.3965,-11.7615,-1.9639,11.0,18.0,3.0,-0.2339,8.3965,-11.7615,11.7615,-8.3965
20260330,daily_excess,-2.0352,2.0,偏冷,1.0,大降,1,8.3965,-11.7615,-1.9639,11.0,18.0,3.0,-0.2339,8.3965,-11.7615,11.7615,-8.3965
20260331,excess_5d,2.1319,4.0,偏热,3.0,稳定,1,8.4316,-11.7329,-2.6572,10.0,17.0,3.0,-0.3151,8.4316,-11.7329,11.7329,-8.4316
20260331,excess_10d,-0.1166,3.0,中性,3.0,稳定,1,8.4316,-11.7329,-2.6572,10.0,17.0,3.0,-0.3151,8.4316,-11.7329,11.7329,-8.4316
20260331,daily_excess,-0.343,3.0,中性,4.0,小升,1,8.4316,-11.7329,-2.6572,10.0,17.0,3.0,-0.3151,8.4316,-11.7329,11.7329,-8.4316
20260401,excess_5d,2.5862,4.0,偏热,3.0,稳定,1,8.5374,-11.6468,-3.1094,9.0,16.0,2.0,-0.3642,8.5374,-11.6468,11.6468,-8.5374
20260401,excess_10d,3.1915,4.0,偏热,5.0,大升,1,8.5374,-11.6468,-3.1094,9.0,16.0,2.0,-0.3642,8.5374,-11.6468,11.6468,-8.5374
20260401,daily_excess,1.7207,4.0,偏热,4.0,小升,1,8.5374,-11.6468,-3.1094,9.0,16.0,2.0,-0.3642,8.5374,-11.6468,11.6468,-8.5374
20260402,excess_5d,4.4922,4.0,偏热,4.0,小升,1,10.8308,-9.7798,-1.0621,8.0,15.0,1.0,-0.0981,10.8308,-9.7798,9.7798,-10.8308
20260402,excess_10d,3.157,4.0,偏热,3.0,稳定,1,10.8308,-9.7798,-1.0621,8.0,15.0,1.0,-0.0981,10.8308,-9.7798,9.7798,-10.8308
20260402,daily_excess,0.9617,4.0,偏热,3.0,稳定,1,10.8308,-9.7798,-1.0621,8.0,15.0,1.0,-0.0981,10.8308,-9.7798,9.7798,-10.8308
20260403,excess_5d,1.1989,3.0,中性,1.0,大降,1,11.958,-8.8623,0.1285,7.0,14.0,19.0,0.0107,11.958,-8.8623,8.8623,-11.958
20260403,excess_10d,3.9045,4.0,偏热,3.0,稳定,1,11.958,-8.8623,0.1285,7.0,14.0,19.0,0.0107,11.958,-8.8623,8.8623,-11.958
20260403,daily_excess,0.8946,4.0,偏热,3.0,稳定,1,11.958,-8.8623,0.1285,7.0,14.0,19.0,0.0107,11.958,-8.8623,8.8623,-11.958
20260407,excess_5d,4.3656,4.0,偏热,4.0,小升,1,12.8153,-8.1644,1.7061,6.0,13.0,18.0,0.1331,12.8153,-8.1644,8.1644,-12.8153
20260407,excess_10d,7.4884,5.0,极热,5.0,大升,1,12.8153,-8.1644,1.7061,6.0,13.0,18.0,0.1331,12.8153,-8.1644,8.1644,-12.8153
20260407,daily_excess,1.1315,4.0,偏热,3.0,稳定,1,12.8153,-8.1644,1.7061,6.0,13.0,18.0,0.1331,12.8153,-8.1644,8.1644,-12.8153
20260408,excess_5d,4.311,4.0,偏热,3.0,稳定,1,5.2311,-14.3382,-5.1313,5.0,12.0,17.0,-0.9809,5.2311,-14.3382,14.3382,-5.2311
20260408,excess_10d,6.4429,5.0,极热,3.0,稳定,1,5.2311,-14.3382,-5.1313,5.0,12.0,17.0,-0.9809,5.2311,-14.3382,14.3382,-5.2311
20260408,daily_excess,-0.3975,3.0,中性,2.0,小降,1,5.2311,-14.3382,-5.1313,5.0,12.0,17.0,-0.9809,5.2311,-14.3382,14.3382,-5.2311
20260409,excess_5d,2.5419,4.0,偏热,2.0,小降,1,7.8596,-12.1985,-2.7616,4.0,11.0,16.0,-0.3514,7.8596,-12.1985,12.1985,-7.8596
20260409,excess_10d,5.128,4.0,偏热,2.0,小降,1,7.8596,-12.1985,-2.7616,4.0,11.0,16.0,-0.3514,7.8596,-12.1985,12.1985,-7.8596
