date,indicator,excess_value,q_grade,q_label,g_grade,g_label,tradeable,fwd_20d_max_return,fwd_20d_min_return,fwd_20d_median_return,fwd_20d_peak_day,fwd_20d_trough_day,fwd_20d_median_day,fwd_20d_retention,long_upside,long_adverse,short_upside,short_adverse
20260409,daily_excess,-0.0485,3.0,中性,3.0,稳定,1,7.8596,-12.1985,-2.7616,4.0,11.0,16.0,-0.3514,7.8596,-12.1985,12.1985,-7.8596
20260410,excess_5d,1.0226,3.0,中性,2.0,小降,1,8.7377,-11.4838,-1.97,3.0,10.0,15.0,-0.2255,8.7377,-11.4838,11.4838,-8.7377
20260410,excess_10d,5.5149,4.0,偏热,3.0,稳定,1,8.7377,-11.4838,-1.97,3.0,10.0,15.0,-0.2255,8.7377,-11.4838,11.4838,-8.7377
20260410,daily_excess,-0.5575,3.0,中性,3.0,稳定,1,8.7377,-11.4838,-1.97,3.0,10.0,15.0,-0.2255,8.7377,-11.4838,11.4838,-8.7377
20260413,excess_5d,-2.3218,2.0,偏冷,1.0,大降,1,10.3061,-10.207,0.2312,2.0,9.0,15.0,0.0224,10.3061,-10.207,10.207,-10.3061
20260413,excess_10d,-1.1229,2.0,偏冷,1.0,大降,1,10.3061,-10.207,0.2312,2.0,9.0,15.0,0.0224,10.3061,-10.207,10.207,-10.3061
20260413,daily_excess,-2.4498,1.0,极冷,2.0,小降,1,10.3061,-10.207,0.2312,2.0,9.0,15.0,0.0224,10.3061,-10.207,10.207,-10.3061
20260414,excess_5d,-2.4315,2.0,偏冷,3.0,稳定,1,4.0075,-15.3343,-6.9819,1.0,8.0,13.0,-1.7422,4.0075,-15.3343,15.3343,-4.0075
20260414,excess_10d,1.934,3.0,中性,4.0,小升,1,4.0075,-15.3343,-6.9819,1.0,8.0,13.0,-1.7422,4.0075,-15.3343,15.3343,-4.0075
20260414,daily_excess,1.0217,4.0,偏热,5.0,大升,1,4.0075,-15.3343,-6.9819,1.0,8.0,13.0,-1.7422,4.0075,-15.3343,15.3343,-4.0075
20260415,excess_5d,-4.019,1.0,极冷,2.0,小降,1,3.6506,-14.6967,-6.5638,16.0,7.0,20.0,-1.798,3.6506,-14.6967,14.6967,-3.6506
20260415,excess_10d,0.2921,3.0,中性,2.0,小降,1,3.6506,-14.6967,-6.5638,16.0,7.0,20.0,-1.798,3.6506,-14.6967,14.6967,-3.6506
20260415,daily_excess,-1.9849,2.0,偏冷,1.0,大降,1,3.6506,-14.6967,-6.5638,16.0,7.0,20.0,-1.798,3.6506,-14.6967,14.6967,-3.6506
20260416,excess_5d,-3.9935,1.0,极冷,3.0,稳定,1,3.4558,-14.857,-7.1048,15.0,6.0,18.0,-2.0,3.4558,-14.857,14.857,-3.4558
20260416,excess_10d,-1.4516,2.0,偏冷,2.0,小降,1,3.4558,-14.857,-7.1048,15.0,6.0,18.0,-2.0,3.4558,-14.857,14.857,-3.4558
20260416,daily_excess,-0.023,3.0,中性,4.0,小升,1,3.4558,-14.857,-7.1048,15.0,6.0,18.0,-2.0,3.4558,-14.857,14.857,-3.4558
20260417,excess_5d,-3.4276,2.0,偏冷,3.0,稳定,1,2.8758,-15.3343,-7.6256,14.0,5.0,17.0,-2.0,2.8758,-15.3343,15.3343,-2.8758
20260417,excess_10d,-2.4049,2.0,偏冷,3.0,稳定,1,2.8758,-15.3343,-7.6256,14.0,5.0,17.0,-2.0,2.8758,-15.3343,15.3343,-2.8758
20260417,daily_excess,0.0084,3.0,中性,3.0,稳定,1,2.8758,-15.3343,-7.6256,14.0,5.0,17.0,-2.0,2.8758,-15.3343,15.3343,-2.8758
20260420,excess_5d,-14.6887,1.0,极冷,1.0,大降,1,10.8637,-8.7603,-0.8839,13.0,4.0,16.0,-0.0814,10.8637,-8.7603,8.7603,-10.8637
20260420,excess_10d,-17.0104,1.0,极冷,1.0,大降,1,10.8637,-8.7603,-0.8839,13.0,4.0,16.0,-0.0814,10.8637,-8.7603,8.7603,-10.8637
20260420,daily_excess,-13.7109,1.0,极冷,1.0,大降,1,10.8637,-8.7603,-0.8839,13.0,4.0,16.0,-0.0814,10.8637,-8.7603,8.7603,-10.8637
20260421,excess_5d,-18.3839,1.0,极冷,1.0,大降,1,14.4094,-5.8423,2.2861,12.0,3.0,15.0,0.1587,14.4094,-5.8423,5.8423,-14.4094
20260421,excess_10d,-20.8154,1.0,极冷,1.0,大降,1,14.4094,-5.8423,2.2861,12.0,3.0,15.0,0.1587,14.4094,-5.8423,5.8423,-14.4094
20260421,daily_excess,-2.6735,1.0,极冷,5.0,大升,1,14.4094,-5.8423,2.2861,12.0,3.0,15.0,0.1587,14.4094,-5.8423,5.8423,-14.4094
20260422,excess_5d,-13.3202,1.0,极冷,5.0,大升,1,11.9661,-7.8531,0.5367,11.0,2.0,14.0,0.0449,11.9661,-7.8531,7.8531,-11.9661
20260422,excess_10d,-17.3391,1.0,极冷,5.0,大升,1,11.9661,-7.8531,0.5367,11.0,2.0,14.0,0.0449,11.9661,-7.8531,7.8531,-11.9661
20260422,daily_excess,3.0788,5.0,极热,5.0,大升,1,11.9661,-7.8531,0.5367,11.0,2.0,14.0,0.0449,11.9661,-7.8531,7.8531,-11.9661
20260423,excess_5d,-15.8842,1.0,极冷,2.0,小降,1,19.3461,-4.0927,5.304,20.0,1.0,14.0,0.2742,19.3461,-4.0927,4.0927,-19.3461
20260423,excess_10d,-19.8777,1.0,极冷,2.0,小降,1,19.3461,-4.0927,5.304,20.0,1.0,14.0,0.2742,19.3461,-4.0927,4.0927,-19.3461
20260423,daily_excess,-2.587,1.0,极冷,1.0,大降,1,19.3461,-4.0927,5.304,20.0,1.0,14.0,0.2742,19.3461,-4.0927,4.0927,-19.3461
20260424,excess_5d,-15.9335,1.0,极冷,3.0,稳定,1,25.5521,-0.9342,9.4152,20.0,1.0,18.0,0.3685,25.5521,-0.9342,0.9342,-25.5521
20260424,excess_10d,-19.3611,1.0,极冷,3.0,稳定,1,25.5521,-0.9342,9.4152,20.0,1.0,18.0,0.3685,25.5521,-0.9342,0.9342,-25.5521
20260424,daily_excess,-0.0409,3.0,中性,4.0,小升,1,25.5521,-0.9342,9.4152,20.0,1.0,18.0,0.3685,25.5521,-0.9342,0.9342,-25.5521
20260427,excess_5d,2.3296,4.0,偏热,5.0,大升,1,26.8033,-3.8407,6.4052,20.0,2.0,14.0,0.239,26.8033,-3.8407,3.8407,-26.8033
20260427,excess_10d,-12.3591,1.0,极冷,5.0,大升,1,26.8033,-3.8407,6.4052,20.0,2.0,14.0,0.239,26.8033,-3.8407,3.8407,-26.8033
20260427,daily_excess,4.5522,5.0,极热,5.0,大升,1,26.8033,-3.8407,6.4052,20.0,2.0,14.0,0.239,26.8033,-3.8407,3.8407,-26.8033
20260428,excess_5d,6.6006,5.0,极热,5.0,大升,1,29.5335,-1.7703,9.7129,19.0,1.0,13.0,0.3289,29.5335,-1.7703,1.7703,-29.5335
20260428,excess_10d,-11.7833,1.0,极冷,3.0,稳定,1,29.5335,-1.7703,9.7129,19.0,1.0,13.0,0.3289,29.5335,-1.7703,1.7703,-29.5335
20260428,daily_excess,1.5975,4.0,偏热,2.0,小降,1,29.5335,-1.7703,9.7129,19.0,1.0,13.0,0.3289,29.5335,-1.7703,1.7703,-29.5335
20260429,excess_5d,3.1579,4.0,偏热,1.0,大降,1,29.4251,1.4103,10.404,18.0,1.0,8.0,0.3536,29.4251,1.4103,-1.4103,-29.4251
20260429,excess_10d,-10.1623,1.0,极冷,4.0,小升,1,29.4251,1.4103,10.404,18.0,1.0,8.0,0.3536,29.4251,1.4103,-1.4103,-29.4251
20260429,daily_excess,-0.3639,3.0,中性,2.0,小降,1,29.4251,1.4103,10.404,18.0,1.0,8.0,0.3536,29.4251,1.4103,-1.4103,-29.4251
20260430,excess_5d,5.7436,5.0,极热,4.0,小升,0,,,,,,,,,,,
20260430,excess_10d,-10.1406,1.0,极冷,3.0,稳定,0,,,,,,,,,,,
20260430,daily_excess,-0.0013,3.0,中性,3.0,稳定,0,,,,,,,,,,,
20260506,excess_5d,5.233,5.0,极热,3.0,稳定,0,,,,,,,,,,,
20260506,excess_10d,-10.7005,1.0,极冷,3.0,稳定,0,,,,,,,,,,,
20260506,daily_excess,-0.5514,3.0,中性,3.0,稳定,0,,,,,,,,,,,
20260507,excess_5d,2.4058,4.0,偏热,2.0,小降,0,,,,,,,,,,,
20260507,excess_10d,4.7354,4.0,偏热,5.0,大升,0,,,,,,,,,,,
20260507,daily_excess,1.725,4.0,偏热,4.0,小升,0,,,,,,,,,,,
20260508,excess_5d,-3.1953,2.0,偏冷,1.0,大降,0,,,,,,,,,,,
20260508,excess_10d,3.4053,4.0,偏热,2.0,小降,0,,,,,,,,,,,
20260508,daily_excess,-4.0036,1.0,极冷,1.0,大降,0,,,,,,,,,,,
20260511,excess_5d,-1.5701,2.0,偏冷,4.0,小升,0,,,,,,,,,,,
20260511,excess_10d,1.5878,3.0,中性,2.0,小降,0,,,,,,,,,,,
20260511,daily_excess,1.2613,4.0,偏热,5.0,大升,0,,,,,,,,,,,
20260512,excess_5d,1.071,3.0,中性,4.0,小升,0,,,,,,,,,,,
20260512,excess_10d,6.8146,5.0,极热,5.0,大升,0,,,,,,,,,,,
20260512,daily_excess,2.6398,5.0,极热,4.0,小升,0,,,,,,,,,,,
20260513,excess_5d,0.0352,3.0,中性,3.0,稳定,0,,,,,,,,,,,
20260513,excess_10d,5.2683,4.0,偏热,2.0,小降,0,,,,,,,,,,,
20260513,daily_excess,-1.5872,2.0,偏冷,1.0,大降,0,,,,,,,,,,,
20260514,excess_5d,2.4432,4.0,偏热,4.0,小升,0,,,,,,,,,,,
20260514,excess_10d,4.8491,4.0,偏热,3.0,稳定,0,,,,,,,,,,,
20260514,daily_excess,4.133,5.0,极热,5.0,大升,0,,,,,,,,,,,
20260515,excess_5d,4.5943,4.0,偏热,4.0,小升,0,,,,,,,,,,,
20260515,excess_10d,1.399,3.0,中性,1.0,大降,0,,,,,,,,,,,
20260515,daily_excess,-1.8525,2.0,偏冷,1.0,大降,0,,,,,,,,,,,
20260518,excess_5d,3.3177,4.0,偏热,2.0,小降,0,,,,,,,,,,,
20260518,excess_10d,1.7476,3.0,中性,3.0,稳定,0,,,,,,,,,,,
20260518,daily_excess,-0.0153,3.0,中性,4.0,小升,0,,,,,,,,,,,
20260519,excess_5d,-0.2299,3.0,中性,1.0,大降,0,,,,,,,,,,,
20260519,excess_10d,0.8411,3.0,中性,3.0,稳定,0,,,,,,,,,,,
20260519,daily_excess,-0.9078,2.0,偏冷,2.0,小降,0,,,,,,,,,,,
20260520,excess_5d,6.7213,5.0,极热,5.0,大升,0,,,,,,,,,,,
20260520,excess_10d,6.7566,5.0,极热,5.0,大升,0,,,,,,,,,,,
20260520,daily_excess,5.3641,5.0,极热,5.0,大升,0,,,,,,,,,,,
20260521,excess_5d,-0.2191,3.0,中性,1.0,大降,0,,,,,,,,,,,
20260521,excess_10d,2.2242,3.0,中性,1.0,大降,0,,,,,,,,,,,
20260521,daily_excess,-2.8074,1.0,极冷,1.0,大降,0,,,,,,,,,,,
20260522,excess_5d,2.3106,4.0,偏热,4.0,小升,0,,,,,,,,,,,
20260522,excess_10d,6.9049,5.0,极热,5.0,大升,0,,,,,,,,,,,
20260522,daily_excess,0.6771,4.0,偏热,5.0,大升,0,,,,,,,,,,,
20260525,excess_5d,5.2844,5.0,极热,4.0,小升,0,,,,,,,,,,,
20260525,excess_10d,8.6021,5.0,极热,4.0,小升,0,,,,,,,,,,,
20260525,daily_excess,2.9584,5.0,极热,4.0,小升,0,,,,,,,,,,,
20260526,excess_5d,21.7931,5.0,极热,5.0,大升,0,,,,,,,,,,,
20260526,excess_10d,21.5632,5.0,极热,5.0,大升,0,,,,,,,,,,,
20260526,daily_excess,15.6009,5.0,极热,5.0,大升,0,,,,,,,,,,,
20260527,excess_5d,20.4906,5.0,极热,2.0,小降,0,,,,,,,,,,,
20260527,excess_10d,27.2119,5.0,极热,5.0,大升,0,,,,,,,,,,,
20260527,daily_excess,4.0616,5.0,极热,1.0,大降,0,,,,,,,,,,,
20260528,excess_5d,26.0877,5.0,极热,5.0,大升,0,,,,,,,,,,,
20260528,excess_10d,25.8687,5.0,极热,2.0,小降,0,,,,,,,,,,,
20260528,daily_excess,2.7897,5.0,极热,2.0,小降,0,,,,,,,,,,,
20260529,excess_5d,22.526,5.0,极热,1.0,大降,0,,,,,,,,,,,
20260529,excess_10d,24.8366,5.0,极热,3.0,稳定,0,,,,,,,,,,,
20260529,daily_excess,-2.8846,1.0,极冷,1.0,大降,0,,,,,,,,,,,
20260601,excess_5d,24.3783,5.0,极热,4.0,小升,0,,,,,,,,,,,
20260601,excess_10d,29.6627,5.0,极热,5.0,大升,0,,,,,,,,,,,
20260601,daily_excess,4.8108,5.0,极热,5.0,大升,0,,,,,,,,,,,
